id	Nome do aeroporto	Cod IATA	COD ICAO	Cidade	Pa°s	Latitude	Longetude	Altitude	Fuso hor†rio	DST	Continente/Cidade
3510	Vance Air Force Base	END	KEND	Enid	United States	36339199066199996	-979164962769	1307	-6	A	America/Chicago
3511	Point Mugu Naval Air Station (Naval Base Ventura Co)	NTD	KNTD	Point Mugu	United States	34120300293	-119121002197	13	-8	A	America/Los_Angeles
3512	Edwards Air Force Base	EDW	KEDW	Edwards Afb	United States	34905399	-117884003	2312	-8	A	America/Los_Angeles
3513	Lake Charles Regional Airport	LCH	KLCH	Lake Charles	United States	30126100540161133	-9322329711914062	15	-6	A	America/Chicago
3514	Ellison Onizuka Kona International At Keahole Airport	KOA	PHKO	Kona	United States	19738783	-156045603	47	-10	N	Pacific/Honolulu
3515	Myrtle Beach International Airport	MYR	KMYR	Myrtle Beach	United States	336796989441	-789282989502	25	-5	A	America/New_York
3516	Lemoore Naval Air Station (Reeves Field) Airport	NLC	KNLC	Lemoore	United States	3633300018	-1199520035	232	-8	A	America/Los_Angeles
3517	Nantucket Memorial Airport	ACK	KACK	Nantucket	United States	4125310135	-7006020355	47	-5	A	America/New_York
3518	Felker Army Air Field	FAF	KFAF	Fort Eustis	United States	37132499694799996	-7660880279540001	12	-5	A	America/New_York
3519	Campbell AAF (Fort Campbell) Air Field	HOP	KHOP	Hopkinsville	United States	36668598175	-8749620056150002	573	-6	A	America/Chicago
3520	Ronald Reagan Washington National Airport	DCA	KDCA	Washington	United States	388521	-77037697	15	-5	A	America/New_York
3521	Patuxent River Naval Air Station (Trapnell Field)	NHK	KNHK	Patuxent River	United States	38285999	-76411797	39	-5	A	America/New_York
3522	Palacios Municipal Airport	PSX	KPSX	Palacios	United States	28727500915527	-96250999450684	14	-6	A	America/Chicago
3523	Arkansas International Airport	BYH	KBYH	Blytheville	United States	359642982483	-8994400024410001	254	-6	A	America/Chicago
3524	Atlantic City International Airport	ACY	KACY	Atlantic City	United States	3945759963989258	-7457720184326172	75	-5	A	America/New_York
3525	Tinker Air Force Base	TIK	KTIK	Oklahoma City	United States	35414699554443	-97386596679688	1291	-6	A	America/Chicago
3526	Elizabeth City Regional Airport & Coast Guard Air Station	ECG	KECG	Elizabeth City	United States	3626060104	-7617459869	12	-5	A	America/New_York
3527	Pueblo Memorial Airport	PUB	KPUB	Pueblo	United States	38289100646972656	-10449700164794922	4726	-7	A	America/Denver
3528	Northern Maine Regional Airport at Presque Isle	PQI	KPQI	Presque Isle	United States	4668899918	-680447998	534	-5	A	America/New_York
3530	Gray Army Air Field	GRF	KGRF	Fort Lewis	United States	4707920074	-1225810013	300	-8	A	America/Los_Angeles
3531	Kodiak Airport	ADQ	PADQ	Kodiak	United States	5775	-1524940033	78	-9	A	America/Anchorage
3532	Upolu Airport	UPP	PHUP	Opolu	United States	20265300750732422	-15586000061035156	96	-10	A	Pacific/Honolulu
3533	Fort Lauderdale Hollywood International Airport	FLL	KFLL	Fort Lauderdale	United States	26072599	-80152702	9	-5	A	America/New_York
3534	Muskogee-Davis Regional Airport	\N	KMKO	Muskogee	United States	35656502	-95366699	611	-6	A	America/Chicago
3535	Falls International Airport	INL	KINL	International Falls	United States	48566200256347656	-934030990600586	1185	-6	A	America/Chicago
3536	Salt Lake City International Airport	SLC	KSLC	Salt Lake City	United States	4078839874267578	-11197799682617188	4227	-7	A	America/Denver
3537	Childress Municipal Airport	CDS	KCDS	Childress	United States	344337997437	-100288002014	1954	-6	A	America/Chicago
3538	Keesler Air Force Base	BIX	KBIX	Biloxi	United States	304104003906	-8892440032959999	33	-6	A	America/Chicago
3539	Lawson Army Air Field (Fort Benning)	LSF	KLSF	Fort Benning	United States	32337299346900004	-849913024902	232	-5	A	America/New_York
3540	Kingsville Naval Air Station	NQI	KNQI	Kingsville	United States	275072002411	-978097000122	50	-6	A	America/Chicago
3541	Marshall Army Air Field	FRI	KFRI	Fort Riley	United States	3905530167	-9676450348	1065	-6	A	America/Chicago
3542	Harrisburg International Airport	MDT	KMDT	Harrisburg	United States	401935005188	-767633972168	310	-5	A	America/New_York
3543	Lincoln Airport	LNK	KLNK	Lincoln	United States	4085100173950195	-9675920104980469	1219	-6	A	America/Chicago
3544	Capital City Airport	LAN	KLAN	Lansing	United States	4277870178222656	-8458740234375	861	-5	A	America/New_York
3545	Waimea Kohala Airport	MUE	PHMU	Kamuela	United States	20001300811767578	-15566799926757812	2671	-10	A	Pacific/Honolulu
3546	Massena International Richards Field	MSS	KMSS	Massena	United States	4493579864501953	-7484559631347656	215	-5	A	America/New_York
3547	Hickory Regional Airport	HKY	KHKY	Hickory	United States	3574110031	-8138950348	1190	-5	A	America/New_York
3548	Albert Whitted Airport	SPG	KSPG	St. Petersburg	United States	277651	-82626999	7	-5	A	America/New_York
3549	Page Field	FMY	KFMY	Fort Myers	United States	2658659935	-8186329650879999	17	-5	A	America/New_York
3550	George Bush Intercontinental Houston Airport	IAH	KIAH	Houston	United States	29984399795532227	-9534140014648438	97	-6	A	America/Chicago
3551	Millinocket Municipal Airport	\N	KMLT	Millinocket	United States	4564780044555664	-6868560028076172	408	-5	A	America/New_York
3552	Joint Base Andrews	ADW	KADW	Camp Springs	United States	38810799	-76866997	280	-5	A	America/New_York
3553	Smith Reynolds Airport	INT	KINT	Winston-salem	United States	3613370132446289	-8022200012207031	969	-5	A	America/New_York
3554	Southern California Logistics Airport	VCV	KVCV	Victorville	United States	34597499847399995	-117383003235	2885	-8	A	America/Los_Angeles
3555	Bob Sikes Airport	CEW	KCEW	Crestview	United States	30778799057	-86522102356	213	-6	A	America/Chicago
3556	Wheeler Sack Army Air Field	\N	KGTB	Fort Drum	United States	4405559921	-7571949768	688	-5	A	America/New_York
3557	St Clair County International Airport	PHN	KPHN	Port Huron	United States	429109993	-8252890015	650	-5	A	America/New_York
3558	Meadows Field	BFL	KBFL	Bakersfield	United States	3543360138	-1190569992	510	-8	A	America/Los_Angeles
3559	El Paso International Airport	ELP	KELP	El Paso	United States	3180719948	-1063779984	3959	-7	A	America/Denver
3560	Valley International Airport	HRL	KHRL	Harlingen	United States	26228500366210938	-9765440368652344	36	-6	A	America/Chicago
3561	Columbia Metropolitan Airport	CAE	KCAE	Columbia	United States	3393880081176758	-8111949920654297	236	-5	A	America/New_York
3562	Davis Monthan Air Force Base	DMA	KDMA	Tucson	United States	321665000916	-110883003235	2704	-7	A	America/Phoenix
3563	Pensacola Naval Air Station/Forrest Sherman Field	NPA	KNPA	Pensacola	United States	3035269928	-8731860352	28	-6	A	America/Chicago
3564	Pensacola Regional Airport	PNS	KPNS	Pensacola	United States	30473400115967	-87186599731445	121	-6	A	America/Chicago
3565	Grand Forks Air Force Base	RDR	KRDR	Red River	United States	47961101532	-974011993408	913	-6	A	America/Chicago
3566	William P Hobby Airport	HOU	KHOU	Houston	United States	2964539909	-9527890015	46	-6	A	America/Chicago
3567	Buckley Air Force Base	BFK	KBKF	Buckley	United States	39701698303200004	-104751998901	5662	-7	A	America/Denver
3568	Northway Airport	ORT	PAOR	Northway	United States	629612999	-1419290009	1715	-9	A	America/Anchorage
3569	"Warren ""Bud"" Woods Palmer Municipal Airport"	PAQ	PAAQ	Palmer	United States	61594898	-14908901	242	-9	A	America/Anchorage
3570	Pittsburgh International Airport	PIT	KPIT	Pittsburgh	United States	4049150085	-8023290253	1203	-5	A	America/New_York
3571	Wiley Post Will Rogers Memorial Airport	BRW	PABR	Barrow	United States	71285402	-156766008	44	-9	A	America/Anchorage
3572	Ellington Airport	EFD	KEFD	Houston	United States	29607299804700002	-951587982178	32	-6	A	America/Chicago
3573	Whidbey Island Naval Air Station (Ault Field)	NUW	KNUW	Whidbey Island	United States	48351799	-122655998	47	-8	A	America/Los_Angeles
3574	Alice International Airport	ALI	KALI	Alice	United States	27740900039699998	-9802690124510002	178	-6	A	America/Chicago
3575	Moody Air Force Base	VAD	KVAD	Valdosta	United States	309678001404	-831930007935	233	-5	A	America/New_York
3576	Miami International Airport	MIA	KMIA	Miami	United States	2579319953918457	-8029060363769531	8	-5	A	America/New_York
3577	Seattle Tacoma International Airport	SEA	KSEA	Seattle	United States	47449001	-122308998	433	-8	A	America/Los_Angeles
3578	Lovell Field	CHA	KCHA	Chattanooga	United States	35035301208496094	-8520379638671875	683	-5	A	America/New_York
3579	Igor I Sikorsky Memorial Airport	BDR	KBDR	Stratford	United States	4116350173950195	-731261978149414	9	-5	A	America/New_York
3580	Jackson-Medgar Wiley Evers International Airport	JAN	KJAN	Jackson	United States	323111991882	-900758972168	346	-6	A	America/Chicago
3581	Scholes International At Galveston Airport	GLS	KGLS	Galveston	United States	29265300750732422	-9486039733886719	6	-6	A	America/Chicago
3582	Long Beach /Daugherty Field/ Airport	LGB	KLGB	Long Beach	United States	3381769943	-1181520004	60	-8	A	America/Los_Angeles
3583	Dillingham Airfield	HDH	PHDH	Dillingham	United States	215795001984	-158197006226	14	-10	A	Pacific/Honolulu
3584	Williamsport Regional Airport	IPT	KIPT	Williamsport	United States	41241798400878906	-7692109680175781	529	-5	A	America/New_York
3585	Indianapolis International Airport	IND	KIND	Indianapolis	United States	397173	-86294403	797	-5	A	America/New_York
3586	Whiteman Air Force Base	SZL	KSZL	Knobnoster	United States	3873030090332	-93547897338867	870	-6	A	America/Chicago
3587	Akron Fulton International Airport	AKC	KAKR	Akron	United States	410374984741	-814669036865	1067	-5	A	America/New_York
3588	Greenwood?Leflore Airport	GWO	KGWO	Greenwood	United States	334943008423	-900847015381	162	-6	A	America/Chicago
3589	Westchester County Airport	HPN	KHPN	White Plains	United States	4106700134277344	-7370760345458984	439	-5	A	America/New_York
3590	Francis S Gabreski Airport	FOK	KFOK	West Hampton Beach	United States	408437004089	-726317977905	67	-5	A	America/New_York
3591	Jonesboro Municipal Airport	JBR	KJBR	Jonesboro	United States	3583169937133789	-9064640045166016	262	-6	A	America/Chicago
3592	Tonopah Test Range Airport	XSD	KTNX	Tonopah	United States	377988014221	-11678099823	5549	-8	A	America/Los_Angeles
3593	Palm Beach County Park Airport	LNA	KLNA	West Palm Beach	United States	2659300041	-8008509827	14	-5	A	America/New_York
3594	North Island Naval Air Station-Halsey Field	NZY	KNZY	San Diego	United States	3269919968	-1172149963	26	-8	A	America/Los_Angeles
3595	Biggs Army Air Field (Fort Bliss)	BIF	KBIF	El Paso	United States	3184950066	-1063799973	3946	-7	A	America/Denver
3596	Yuma MCAS/Yuma International Airport	YUM	KNYL	Yuma	United States	3265660095	-1146060028	213	-7	N	America/Phoenix
3597	Cavern City Air Terminal	CNM	KCNM	Carlsbad	United States	32337501525878906	-10426300048828125	3295	-7	A	America/Denver
3598	Duluth International Airport	DLH	KDLH	Duluth	United States	468420982361	-9219360351559999	1428	-6	A	America/Chicago
3599	Bethel Airport	BET	PABE	Bethel	United States	6077980042	-1618379974	126	-9	A	America/Anchorage
3600	Bowman Field	LOU	KLOU	Louisville	United States	382280006409	-856636962891	546	-5	A	America/New_York
3601	Sierra Vista Municipal Libby Army Air Field	FHU	KFHU	Fort Huachuca	United States	31588499069213867	-11034400177001953	4719	-7	A	America/Phoenix
3602	Lihue Airport	LIH	PHLI	Lihue	United States	2197599983215332	-15933900451660156	153	-10	N	Pacific/Honolulu
3603	Terre Haute Regional Airport, Hulman Field	HUF	KHUF	Terre Haute	United States	394515	-87307602	589	-5	A	America/New_York
3604	Havre City County Airport	HVR	KHVR	Havre	United States	4854299927	-109762001	2591	-7	A	America/Denver
3605	Grant County International Airport	MWH	KMWH	Grant County Airport	United States	4720769882	-1193199997	1189	-8	A	America/Los_Angeles
3606	Edward F Knapp State Airport	MPV	KMPV	Montpelier	United States	4420349884	-7256230164	1166	-5	A	America/New_York
3607	San Nicolas Island Nolf Airport	\N	KNSI	San Nicolas Island	United States	3323979949951172	-11945800018310547	506	-8	A	America/Los_Angeles
3608	Richmond International Airport	RIC	KRIC	Richmond	United States	3750519943237305	-773197021484375	167	-5	A	America/New_York
3609	Shreveport Regional Airport	SHV	KSHV	Shreveport	United States	32446602	-938256	258	-6	A	America/Chicago
3610	Merle K (Mudhole) Smith Airport	CDV	PACV	Cordova	United States	604917984	-1454779968	54	-9	A	America/Anchorage
3611	Norfolk International Airport	ORF	KORF	Norfolk	United States	3689459991455078	-7620120239257812	26	-5	A	America/New_York
3612	Southeast Texas Regional Airport	BPT	KBPT	Beaumont	United States	299507999420166	-9402069854736328	15	-6	A	America/Chicago
3613	Savannah Hilton Head International Airport	SAV	KSAV	Savannah	United States	3212760162	-8120210266	50	-5	A	America/New_York
3614	Hill Air Force Base	HIF	KHIF	Ogden	United States	4112403	-111973086	4789	-7	A	America/Denver
3615	Nome Airport	OME	PAOM	Nome	United States	6451219940185547	-16544500732421875	37	-9	A	America/Anchorage
3616	Scappoose Industrial Airpark	\N	KSPB	San Luis	United States	45770999908447266	-12286199951171875	58	-8	A	America/Los_Angeles
3617	St Petersburg Clearwater International Airport	PIE	KPIE	St. Petersburg	United States	2791020012	-8268740082	11	-5	A	America/New_York
3618	Menominee Regional Airport	MNM	KMNM	Macon	United States	45126701	-87638397	625	-6	A	America/Chicago
3619	Conroe-North Houston Regional Airport	CXO	KCXO	Conroe	United States	30351801	-95414497	245	-6	A	America/Chicago
3620	Deadhorse Airport	SCC	PASC	Deadhorse	United States	7019470215	-1484649963	65	-9	A	America/Anchorage
3621	San Antonio International Airport	SAT	KSAT	San Antonio	United States	29533700942993164	-9846980285644531	809	-6	A	America/Chicago
3622	Greater Rochester International Airport	ROC	KROC	Rochester	United States	43118900299072266	-7767240142822266	559	-5	A	America/New_York
3623	Patrick Air Force Base	COF	KCOF	Coco Beach	United States	282348995209	-806100997925	8	-5	A	America/New_York
3624	Teterboro Airport	TEB	KTEB	Teterboro	United States	4085010147089999	-74060798645	9	-5	A	America/New_York
3625	Ellsworth Air Force Base	RCA	KRCA	Rapid City	United States	4414500046	-1031039963	3276	-7	A	America/Denver
3626	Raleigh Durham International Airport	RDU	KRDU	Raleigh-durham	United States	35877601623535156	-787874984741211	435	-5	A	America/New_York
3627	James M Cox Dayton International Airport	DAY	KDAY	Dayton	United States	39902400970458984	-8421939849853516	1009	-5	A	America/New_York
3628	Kenai Municipal Airport	ENA	PAEN	Kenai	United States	6057310104370117	-1512449951171875	99	-9	A	America/Anchorage
3629	Mc Alester Regional Airport	MLC	KMLC	Mcalester	United States	34882401	-95783501	770	-6	A	America/Chicago
3630	Niagara Falls International Airport	IAG	KIAG	Niagara Falls	United States	431072998046875	-7894619750976562	589	-5	A	America/New_York
3631	Coulter Field	CFD	KCFD	Bryan	United States	30715700149499998	-963313980103	367	-6	A	America/Chicago
3632	Wright AAF (Fort Stewart)/Midcoast Regional Airport	LIY	KLHW	Wright	United States	31889099	-81562303	45	-5	A	America/New_York
3633	Newport News Williamsburg International Airport	PHF	KPHF	Newport News	United States	3713190079	-7649299622	42	-5	A	America/New_York
3634	Esler Regional Airport	ESF	KESF	Alexandria	United States	313948993683	-922957992554	112	-6	A	America/Chicago
3635	Altus Air Force Base	LTS	KLTS	Altus	United States	34667098999	-992667007446	1382	-6	A	America/Chicago
3636	Tucson International Airport	TUS	KTUS	Tucson	United States	321161003112793	-11094100189208984	2643	-7	N	America/Phoenix
3637	Minot Air Force Base	MIB	KMIB	Minot	United States	484156	-101358002	1667	-6	A	America/Chicago
3638	Beale Air Force Base	BAB	KBAB	Marysville	United States	39136100769	-12143699646	113	-8	A	America/Los_Angeles
3639	Greater Kankakee Airport	IKK	KIKK	Kankakee	United States	4107139968869999	-878462982178	630	-6	A	America/Chicago
3640	Seymour Johnson Air Force Base	GSB	KGSB	Goldsboro	United States	3533940125	-7796060181	109	-5	A	America/New_York
3641	Theodore Francis Green State Airport	PVD	KPVD	Providence	United States	41732601	-71420403	55	-5	A	America/New_York
3642	Salisbury Ocean City Wicomico Regional Airport	SBY	KSBY	Salisbury	United States	3834049987792969	-7551029968261719	52	-5	A	America/New_York
3643	Rancho Murieta Airport	\N	KRIU	Rancho Murieta	United States	3848680114746094	-12110299682617188	141	-8	A	America/Los_Angeles
3644	Bob Hope Airport	BUR	KBUR	Burbank	United States	3420069885253906	-11835900115966797	778	-8	A	America/Los_Angeles
3645	Detroit Metropolitan Wayne County Airport	DTW	KDTW	Detroit	United States	42212398529052734	-8335340118408203	645	-5	A	America/New_York
3646	Tampa International Airport	TPA	KTPA	Tampa	United States	27975500106811523	-82533203125	26	-5	A	America/New_York
3647	Pembina Municipal Airport	PMB	KPMB	Pembina	United States	489425010681	-972407989502	795	-6	A	America/Chicago
3648	Polk Army Air Field	POE	KPOE	Fort Polk	United States	310447998	-931917038	330	-6	A	America/Chicago
3649	Eielson Air Force Base	EIL	PAEI	Fairbanks	United States	6466570282	-147102005	547	-9	A	America/Anchorage
3650	Range Regional Airport	HIB	KHIB	Hibbing	United States	4738660049	-9283899689	1354	-6	A	America/Chicago
3651	Angelina County Airport	LFK	KLFK	Lufkin	United States	312339992523	-9475	296	-6	A	America/Chicago
3652	Midland International Airport	MAF	KMAF	Midland	United States	319424991607666	-1022020034790039	2871	-6	A	America/Chicago
3653	Austin Straubel International Airport	GRB	KGRB	Green Bay	United States	4448509979248047	-8812960052490234	695	-6	A	America/Chicago
3654	Ardmore Municipal Airport	ADM	KADM	Ardmore	United States	3430301	-970196342	777	-6	A	America/Chicago
3655	Mc Guire Air Force Base	WRI	KWRI	Wrightstown	United States	400155983	-7459169769	131	-5	A	America/New_York
3656	Cherry Point MCAS /Cunningham Field/	\N	KNKT	Cherry Point	United States	3490090179	-7688069916	29	-5	A	America/New_York
3657	Emanuel County Airport	\N	KSBO	Santa Barbara	United States	32609100341796875	-8236990356445312	327	-5	A	America/New_York
3658	Augusta Regional At Bush Field	AGS	KAGS	Bush Field	United States	3336989974975586	-819645004272461	144	-5	A	America/New_York
3659	Sloulin Field International Airport	ISN	KISN	Williston	United States	48177898407	-103641998291	1982	-6	A	America/Chicago
3660	Bill & Hillary Clinton National Airport/Adams Field	LIT	KLIT	Little Rock	United States	34729400634799994	-922242965698	262	-6	A	America/Chicago
3661	Stewart International Airport	SWF	KSWF	Newburgh	United States	4150410079956055	-7410479736328125	491	-5	A	America/New_York
3662	Baudette International Airport	BDE	KBDE	Baudette	United States	487284011841	-94612197876	1086	-6	A	America/Chicago
3663	Sacramento Executive Airport	SAC	KSAC	Sacramento	United States	385125007629	-121492996216	24	-8	A	America/Los_Angeles
3664	Homer Airport	HOM	PAHO	Homer	United States	59645599365234375	-1514770050048828	84	-9	A	America/Anchorage
